source_file,control_file,source_os,target_os,evaluated_at,model,missing_steps_pass,missing_steps_detail,extra_steps_pass,extra_steps_detail,os_constructs_pass,os_constructs_detail,technique_ids_pass,technique_ids_detail,parent_technique_ids_pass,parent_technique_ids_detail,telemetry_classes_pass,telemetry_classes_detail,extra_telemetry_pass,extra_telemetry_detail,telemetry_diversity_pass,telemetry_diversity_detail,telemetry_multi_class_pass,telemetry_multi_class_detail,all_pass
./shortened_procedure.md,./control_gold.json,windows,linux,2026-01-26T12:29:43.771893,openai/gpt-oss-120b,True,,True,,False,Step 2: .ps1 extension (pattern); Step 3: .ps1 extension (pattern); Step 4: .exe extension (pattern); Step 6: .exe extension (pattern); Step 7: .exe extension (pattern),True,,True,,True,,True,,True,,True,,False
